Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;Unnamed: 23
1790;1446;957.0;318295.195;5691400.345;Emil Langheinrich;Emil Langheinrich;1797;1127B;;26;Tauchaer Straße;1 - 31 und 2 - 34;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Rosa-Luxemburg-Straße;0;4103.0;1797;0.0;Mitte;1.0;Zentrum-Ost;
1791;1447;958.0;319227.62899999996;5691447.573;Bernhard Lengner;Bernhard Lengner;77c;109D;;70;Eisenbahnstraße;6 - 82;Neuschönefeld;Chromolithogr. Kunstanstalt;Graphische Anstalt;Eisenbahnstraße;0;4315.0;243;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1792;1449;959.0;317898.69;5690884.804;Adolph Lösche Lithographische Kunst-Anstalt;Adolph Lösche Lithographische Kunst-Anstalt;1629;1040;;12;Querstraße;;Alt-Leipzig;Lithogr. Anstalt u. Steindruckerei;Graphische Anstalt;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1793;1449;959.0;317898.69;5690884.804;Adolph Lösche Lithographische Kunst-Anstalt;Adolph Lösche Lithographische Kunst-Anstalt;1629;1040;;12;Querstraße;;Alt-Leipzig;Steindruckerei u. Lithogr. Anstalt;Druckerei und Buchhandel;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1794;1515;959.0;317898.69;5690884.804;Richard Maeder;Maeder, Richard;1629;1040;;12;Querstraße;;Alt-Leipzig;Buchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1795;1526;959.0;317898.69;5690884.804;Schulze & Co.;Schulze & Co., Inh.: Paul Schulze;1629;1040;;12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung, Adreßbuch-Verlag;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1796;1451;960.0;319289.364799999;5691462.51799999;Richard Lübeck;Lübeck, Richard;183i;152;;73;Eisenbahnstraße;1 - 79;Neustadt;Lithographische Anstalt;Graphische Anstalt;Eisenbahnstraße;73;4315.0;183i;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1797;1452;961.0;318460.920199999;5690228.1718;Arthur Mädicke;Mädicke, Arthur;283m;163B 1;;3;Eilenburger Straße;23 - 41 und 1a - 38;Reudnitz;Lithographische Anstalt;Graphische Anstalt;Eilenburger Straße;3;4317.0;1008;3.0;Südost;30.0;Reudnitz-Thonberg;
1798;1453;962.0;313905.4082;5691124.79189999;Martini, Albert;Albert Martini;823;58;;37;Leutzscher Straße;;Lindenau;Lithographische Anstalt;Graphische Anstalt;William-Zipperer-Straße;37;4177.0;823;7.0;Alt-West;71.0;Altlindenau;
1799;1454;963.0;317652.12;5690428.971;Otto Paul Marx;Marx, Otto Paul;1386a;675L;;9;Roßstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Auguste-Schmidt-Straße;0;4103.0;1386a;0.0;Mitte;2.0;Zentrum-Südost;
1800;1455;964.0;317368.226;5689584.109;Meißner & Buch;Meißner & Buch, Inh.: Julius F. Meißner u. Wilhelm C. Meißner;1063/1064/1071;178/179;;18;Sidonienstraße;;Alt-Leipzig;Chromogr. Anstalt;Graphische Anstalt;Paul-Gruner-Straße;0;4107.0;1071/3;0.0;Mitte;3.0;Zentrum-Süd;
1801;1457;965.0;318295.97339999897;5692622.477999999;Mitteldeutsche graphische Kunstanstalt Wilhelm Bartel;Mitteldeutsche graphische Kunstanstalt Wilhelm Bartel;2740g;118;;4;Apelstraße;;Alt-Leipzig;Steindruckerei;Druckerei und Buchhandel;Apelstraße;4;4129.0;2740g;9.0;Nord;93.0;Eutritzsch;
1802;1457;965.0;318295.97339999897;5692622.477999999;Mitteldeutsche graphische Kunstanstalt Wilhelm Bartel;Mitteldeutsche graphische Kunstanstalt Wilhelm Bartel;2740g;118;;4;Apelstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Apelstraße;4;4129.0;2740g;9.0;Nord;93.0;Eutritzsch;
1803;1459;966.0;317141.1774;5688730.9394;Alfred Müller;Müller, Alfred;3473;23;;50;Kronprinzstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Kurt-Eisner-Straße;74;4275.0;3473;4.0;Süd;40.0;Südvorstadt;
1804;1460;967.0;317853.672799999;5690443.9996;G. Alfred Müller;Müller, G. Alfred;1406;705;;21;Königstraße;;Alt-Leipzig;Atelier f. Kunstgewerbe u. Lithogr.;Graphische Anstalt;Goldschmidtstraße;21;4103.0;1406;0.0;Mitte;2.0;Zentrum-Südost;
1805;1461;968.0;317979.999499999;5690798.54499999;Alfred Müller-Holstein;Müller-Holstein, Alfred;1626c;976;;7;Salomonstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Salomonstraße;7;4103.0;1626/10 und 1626/11;0.0;Mitte;1.0;Zentrum-Ost;
1806;1462;969.0;318235.4482;5691533.39739999;Alfred Naumann;Alfred Naumann;1832;1169B;;13;Friedrich-List-Straße;;Alt-Leipzig;Steindruckerei;Druckerei und Buchhandel;Dohnanyistraße;13;4103.0;1833;0.0;Mitte;1.0;Zentrum-Ost;
1807;1464;970.0;318834.065799999;5690793.91239999;Max Neubauer;Neubauer, Max;150;283;;41;Dresdner Straße;25 - 79 und 24 - 84;Reudnitz;Lithographische Anstalt;Graphische Anstalt;Dresdner Straße;41;4317.0;150;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1808;1466;972.0;318466.355;5691281.679;Richard Paatzsch;Richard Paatzsch;1753b;1074B;;33;Lange Straße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Lange Straße;0;4103.0;1751/1;0.0;Mitte;1.0;Zentrum-Ost;
1809;1475;972.0;318466.355;5691281.679;Wilhelm Seidel;Wilhelm Seidel;1753b;1074B;;33;Lange Straße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Lange Straße;0;4103.0;1751/1;0.0;Mitte;1.0;Zentrum-Ost;
1810;1467;973.0;319731.42679999897;5690951.7947;Artur Pestner;Pestner, Artur;403s;54R;;7;Brandiser Straße;Nr. 3-15 u. 2b-14;Sellerhausen;Lithographische Anstalt;Graphische Anstalt;Ihmelsstraße;7;4315.0;403/1;2.0;Ost;21.0;Volkmarsdorf;
1811;1468;974.0;320377.559;5688681.31689999;Oskar Pfnister;Pfnister, Oskar;216p;67B;;56;Ferdinand-Jost-Straße;;Stötteritz;Lithographische Anstalt;Graphische Anstalt;Ferdinand-Jost-Straße;56;4299.0;216g;3.0;Südost;31.0;Stötteritz;
1812;1469;975.0;313461.35929999896;5688648.04069999;Moritz Prescher Nachfolger Actiengesellschaft;Moritz Prescher Nachfolger Actiengesellschaft;;;;31;Bahnhofstraße;;Leutzsch;Lithographische Anstalt, Kunstdruckerei;Graphische Anstalt;Rolf-Axen-Straße;25;4229.0;280 und 280f;5.0;Südwest;52.0;Kleinzschocher;
1813;1469;975.0;313461.35929999896;5688648.04069999;Moritz Prescher Nachfolger Actiengesellschaft;Moritz Prescher Nachfolger Actiengesellschaft;;;;31;Bahnhofstraße;;Leutzsch;Kunstdruckerei;Druckerei und Buchhandel;Rolf-Axen-Straße;25;4229.0;280 und 280f;5.0;Südwest;52.0;Kleinzschocher;
1814;1471;976.0;317426.937;5689491.77;Paul Schmidt;Paul Schmidt, Inh.in: Emma Schmidt;1073e;351;;38;Bayersche Straße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Arthur-Hoffmann-Straße;0;4107.0;4986;0.0;Mitte;3.0;Zentrum-Süd;
1815;1471;976.0;317426.937;5689491.77;Paul Schmidt;Schmidt, Paul;1118;392;;12;Carolinenstraße;;Alt-Leipzig;Präge-Anstalt;Graphische Anstalt;Arthur-Hoffmann-Straße;0;4107.0;4986;0.0;Mitte;3.0;Zentrum-Süd;
1816;1471;976.0;317426.937;5689491.77;Paul Schmidt;Schmidt, Paul;1118;392;;12;Carolinenstraße;;Alt-Leipzig;Präge- u. Vergolde-Anstalt f. d. gesamte graph. Gewerbe;Graphische Anstalt;Arthur-Hoffmann-Straße;0;4107.0;4986;0.0;Mitte;3.0;Zentrum-Süd;
1817;1473;977.0;317471.7625;5689385.6151;Schurig & Böttger;Schurig & Böttger, Inh.: Max Schurig u. Rich. Böttcher;1099b;361B2;;43;Sophienstraße;;Alt-Leipzig;Lithogr. Kunstanstalt;Graphische Anstalt;Shakespearestraße;43;4107.0;1099/1;0.0;Mitte;3.0;Zentrum-Süd;
1818;1476;978.0;319723.415;5689163.93;Otto Tröger;Tröger, Otto;258a;210C;;3;Papiermühlstraße;;Stötteritz;Lithographische Anstalt;Graphische Anstalt;Papiermühlstraße;0;4299.0;258/2;3.0;Südost;31.0;Stötteritz;
1819;1477;979.0;317234.055;5688863.251;Trotte & Pohlenz;Trotte & Pohlenz, Inh.: Karl Pohlenz;2510w;163;;81;Elisenstraße;1 - 119 u. 2 - 118;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Bernhard-Göring-Straße;0;4275.0;2510/1;4.0;Süd;40.0;Südvorstadt;
1820;1479;981.0;319333.0107;5690992.48839999;Hermann Velten;Velten, Hermann;51;5;;31;Kirchstraße;1 - 49 und rechte Seite;Volkmarsdorf;Lithographische Anstalt;Graphische Anstalt;Hermann-Liebmann-Straße;31;4315.0;51;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1821;1481;982.0;318436.06;5690611.223999999;Weihmann & Weiße;Weihmann & Weiße;1532a;839;;16;Antonstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;--;0;4103.0;4490;0.0;Mitte;2.0;Zentrum-Südost;
1822;1484;985.0;316672.712899999;5690066.9689;Universitätsbibliothek;Universitätsbibliothek;764c;7;;6;Beethovenstraße;;Alt-Leipzig;Bibliothek;Leihbibliotheken / Lesehallen;Beethovenstraße;6;4107.0;764c;0.0;Mitte;3.0;Zentrum-Süd;
1823;1486;986.0;317335.310499999;5690726.90179999;Stadtbibliothek;Stadtbibliothek;65;71;;16;Universitätsstraße;;Alt-Leipzig;Bibliothek;Leihbibliotheken / Lesehallen;Universitätsstraße;16;4109.0;65;0.0;Mitte;0.0;Zentrum;
1824;1488;987.0;318840.03959999897;5690982.9835;Fachschule der Buchbinder-Innung;Fachschule der Buchbinder-Innung zu Leipzig;174;198;;3;Marschallstraße;;Reudnitz;Schulen u. Ausbildungsstätten;Ausbildungseinrichtungen;Husemannstraße;3;4315.0;1000/1;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1825;1491;988.0;318398.489;5690364.235;Bibliothek des deutschen Buchgewerbemuseums;Bibliothek des deutschen Buchgewerbemuseums (Deutscher Buchgewerbeverein);1501b;808E;;1;Dolzstraße;;Alt-Leipzig;Bibliothek;Leihbibliotheken / Lesehallen;--;0;4103.0;1501b;0.0;Mitte;2.0;Zentrum-Südost;
1826;1865;988.0;318398.489;5690364.235;Monotype-Setzmaschinen-Vertriebs-Gesellschaft m.b.H.;Monotype-Setzmaschinen-Vertriebs-Gesellschaft m.b.H.;1501b;808E;;1;Dolzstraße;;Alt-Leipzig;Setzmaschinen-Vertriebsgesellschaft;Polygraphischer Maschinenbau;--;0;4103.0;1501b;0.0;Mitte;2.0;Zentrum-Südost;
1827;1492;989.0;318362.331;5690352.01909999;Öffentliche Buchhändler-Lehranstalt;Öffentliche Buchhändler-Lehranstalt;1498b;808C;Deutsches Buchhändlerhaus;3;Platostraße;;Alt-Leipzig;Schulen und Ausbildungsstätten;Ausbildungseinrichtungen;Gutenbergplatz;5;4103.0;1498b;0.0;Mitte;2.0;Zentrum-Südost;
1828;1493;990.0;318367.8749;5690418.2466;III. Städtische Fach- und Fortbildungsschule;III. Städtische Fach- und Fortbildungsschule;1500;814A2;;4;Platostraße;;Alt-Leipzig;Schulen und Ausbildungsstätten;Ausbildungseinrichtungen;Gutenbergplatz;4;4103.0;1500/1;0.0;Mitte;2.0;Zentrum-Südost;
1829;1494;991.0;316644.5157;5690190.07249999;Königliche Akademie für graphische Künste und Buchgewerbe;Königl. Akademie für graphische Künste und Buchgewerbe;764b;7 vielmehr 7B;;11;Wächterstraße;;Alt-Leipzig;Schulen und Ausbildungsstätten;Ausbildungseinrichtungen;Wächterstraße;11;4107.0;764b;0.0;Mitte;3.0;Zentrum-Süd;
1830;1496;993.0;316595.9373;5691470.0073;Deutsche Zentralbücherei für Blinde;Deutsche Zentralbücherei für Blinde;2037f;1410C3;;7;Gustav-Adolf-Straße;;Alt-Leipzig;Bibliotheken;Leihbibliotheken / Lesehallen;Gustav-Adolf-Straße;7;4105.0;2037/7;0.0;Mitte;5.0;Zentrum-Nordwest;
1831;1497;994.0;317126.9938;5689139.94229999;Comenius-Bücherei;Comenius-Bücherei;3083;209;;34;Schenkendorfstraße;;Alt-Leipzig;Bibliotheken;Leihbibliotheken / Lesehallen;Schenkendorfstraße;34;4275.0;3083;4.0;Süd;40.0;Südvorstadt;
1832;1498;995.0;318486.463;5691244.637999999;J. G. Fritzsche;J. G. Fritzsche, Inh.: Carl Fritzsche (Deuben);1747;1067;;38;Lange Straße;;Alt-Leipzig;Lithogr. u. Steindruckerei;Druckerei und Buchhandel;Lange Straße;0;4103.0;1747/1;0.0;Mitte;1.0;Zentrum-Ost;
1833;1677;995.0;318486.463;5691244.637999999;J. G. Hellmer & Co.;J. G. Hellmer & Co., Inh.: Heinr. Fues;1747;1067;;38;Lange Straße;;Alt-Leipzig;Rollenpapier;Papierhandlung/Papierherstellung;Lange Straße;0;4103.0;1747/1;0.0;Mitte;1.0;Zentrum-Ost;
1834;1677;995.0;318486.463;5691244.637999999;J. G. Hellmer & Co.;J. G. Hellmer & Co., Inh.: Heinr. Fues;1747;1067;;38;Lange Straße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Lange Straße;0;4103.0;1747/1;0.0;Mitte;1.0;Zentrum-Ost;
1835;1499;996.0;319500.7805;5690244.51879999;Eugen Hartmann;Hartmann, Eugen;52a;30C3;;5;Cichoriusstraße;;Anger-Crottendorf;Steindruckerei, Lithograph. Anstalt;Druckerei und Buchhandel;Cichoriusstraße;5;4318.0;52a;2.0;Ost;22.0;Anger-Crottendorf;
1836;1500;997.0;318726.17559999897;5689909.42259999;Heydel & Herbst;Heydel & Herbst, Inh.: Albin Heydel u. Osw. Strieter;712;168F;;11;Hohenzollernstraße;;Reudnitz;Steindruckerei;Druckerei und Buchhandel;Volckmarstraße;11;4317.0;712;3.0;Südost;30.0;Reudnitz-Thonberg;
1837;1737;997.0;318726.17559999897;5689909.42259999;Wilhelm Jänichen;Wilhelm Jänichen, Inh. Christ. Volkerding;712;168F;;11;Hohenzollernstraße;;Reudnitz;Luxuspapierwarenfabrik;Papierhandlung/Papierherstellung;Volckmarstraße;11;4317.0;712;3.0;Südost;30.0;Reudnitz-Thonberg;
1838;1861;997.0;318726.17559999897;5689909.42259999;Mehner & Maas;Mehner & Maas, Inh.in: Ww. Hedwig Mehner;712;168F;;11;Hohenzollernstraße;;Reudnitz;Kunstanstalt;Graphische Anstalt;Volckmarstraße;11;4317.0;712;3.0;Südost;30.0;Reudnitz-Thonberg;
1839;1503;998.0;317409.36199999996;5690044.799;Merker & Nicklitzsch;Merker & Nicklitzsch, Inh.: Emil Merker u. Gust. Nicklitzsch;1171;424;;35;Windmühlenstraße;;Alt-Leipzig;Steindruckerei;Druckerei und Buchhandel;Windmühlenstraße;0;4107.0;1170/8;0.0;Mitte;2.0;Zentrum-Südost;
1840;1507;999.0;313428.529299999;5690960.436000001;J. Süptitz;Süptitz, J.;677f;756W;;138;Merseburger Straße;27 - 185 und 38a - 148;Lindenau;Steindruckerei;Druckerei und Buchhandel;Merseburger Straße;138;4177.0;677f;7.0;Alt-West;71.0;Altlindenau;
1841;1509;1000.0;316778.468;5690889.169;Arnold Süßmilch;Arnold Süßmilch, Inh.: Arnold Süßmilch (Prödel),Ww. Frances u. Ellen Süßmilch (Leipzig) u. Edgar Süßmilch (Bremen);2329;1515;;2;Zentralstraße;;Alt-Leipzig;Steindruckerei;Druckerei und Buchhandel;Zentralstraße;0;4109.0;2329;0.0;Mitte;4.0;Zentrum-West;
1842;1520;1004.0;316800.7997;5691486.49919999;G. O. Francke;Francke, G. O., Inh.: Oscar Francke;2016;1384;;7;Rosentalgasse;;Alt-Leipzig;Adreßbuch-Verlag;Buchhandel und Verlagswesen;Rosentalgasse;7;4105.0;2016;0.0;Mitte;5.0;Zentrum-Nordwest;
1843;1522;1005.0;318887.24100000004;5690815.88;Leipziger Maler-Adreßbuch;Leipziger Maler-Adreßbuch;209;215;;4 siehe 3;Rathausstraße;;Reudnitz;Adreßbuch-Verlag;Buchhandel und Verlagswesen;Reclamstraße;0;4315.0;1010;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1844;1523;1006.0;317245.921199999;5691418.3012;Leipziger Meß-Adreßbuch;Leipziger Meß-Adreßbuch (Hrsg. von der Leipziger Handelskammer);3044;1332B;Neue Börse;2;Tröndlinring;;Alt-Leipzig;Adreßbuch-Verlag;Buchhandel und Verlagswesen;Tröndlinring;2;4105.0;3044/5;0.0;Mitte;6.0;Zentrum-Nord;
1845;1524;1007.0;318502.850399999;5690449.2726;Offizielles Adreßbuch des Deutschen Buchhandels (Schulz);Offizielles Adreßbuch des Deutschen Buchhandels (Schulz);280h;225;;11;Gerichtsweg;1- 13;Reudnitz;Adreßbuch-Verlag;Buchhandel und Verlagswesen;Gerichtsweg;11;4103.0;280h;3.0;Südost;30.0;Reudnitz-Thonberg;
1846;1529;1008.0;317772.444799999;5690403.8092;Verlag des Adressbuches von Deutschlands Handels-, Industrie- u. Export-Firmen, Theophil Weber;Verlag des Adressbuches von Deutschlands Handels-, Industrie- u. Export-Firmen, Theophil Weber, Inh.: Theophil Weber (Böhlen);1400a;687B;;29;Nürnberger Straße;;Alt-Leipzig;Adreßbuch-Verlag;Buchhandel und Verlagswesen;Nürnberger Straße;29;4103.0;1400a;0.0;Mitte;2.0;Zentrum-Südost;
1847;1531;1010.0;316905.998;5687304.057999999;Adolf Wagner;Wagner, Adolf;314;150;;24;Pegauer Straße;;Connewitz;Adreßbuch-Verlag;Buchhandel und Verlagswesen;Wolfgang-Heinze-Straße;0;4277.0;314/1;4.0;Süd;41.0;Connewitz;
1848;1532;1011.0;319677.6572;5690864.0095;Robert Baum jun.;Baum jun., Robert;14c/d;30E;;12;Roßbachstraße;3 -11 u. 4 -22;Anger-Crottendorf;Kunsthandlung;Buchhandel und Verlagswesen;Roßbachstraße;12;4315.0;19m;2.0;Ost;21.0;Volkmarsdorf;
1849;1533;1012.0;;;P. H. Beyer & Sohn;P. H. Beyer & Sohn, Inh.: Carl Beyer;560b;589;;8;Schulstraße;;Alt-Leipzig;Kunsthandlung u. Kunstausstellung;Buchhandel und Verlagswesen;;;;;;;;;
1850;1534;1013.0;319726.56769999897;5690847.26669999;G. Brauns jun.;G. Brauns jun., Inh.: Gust. Brauns;114b;29F;;34;Bernhardstraße;1 - 45 und 2 - 50;Anger-Crottendorf;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Bernhardstraße;34;4315.0;114c;2.0;Ost;22.0;Anger-Crottendorf;
1851;1536;1014.0;317054.234;5690534.884;Pietro Del Vecchio;Pietro Del Vecchio, Inh.: Andreas Fischer-Thorer;754c;816J;;33;Burgstraße;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Hugo-Licht-Straße;0;4109.0;754c;0.0;Mitte;0.0;Zentrum;
1852;1537;1015.0;316363.20399999997;5690750.527000001;Dürerhaus Volkskunst;Dürerhaus Volkskunst;2363;1726;;34;Weststraße;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Friedrich-Ebert-Straße;0;4109.0;4516/4 und 4517;0.0;Mitte;4.0;Zentrum-West;
1853;1538;1016.0;317263.469399999;5690741.5117;Hermann Findel;Hermann Findel;65;71;Städt. Kaufhaus;9-19;Neumarkt;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Neumarkt;9;4109.0;65;0.0;Mitte;0.0;Zentrum;
1854;1653;1016.0;317263.469399999;5690741.5117;Paul Zschocher;Paul Zschocher;65;71;Städt. Kaufhaus;9-19;Neumarkt;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Neumarkt;9;4109.0;65;0.0;Mitte;0.0;Zentrum;
1855;1540;1018.0;317279.911199999;5691863.6763;Hartmann & Seifert;Hartmann & Seifert, Inh.in: Ww Lina Seifert;2708m;8;;3;Eutritzscher Straße;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Eutritzscher Straße;3;4105.0;2708m;0.0;Mitte;6.0;Zentrum-Nord;
1856;1542;1019.0;316071.540099999;5691554.2586;Adolf Klauß;Adolf Klauß;3292;1419Q2;;29;Fregestraße;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Fregestraße;29;4105.0;3292;0.0;Mitte;5.0;Zentrum-Nordwest;
1857;1544;1020.0;319925.13800000004;5691352.751;Oswald Krempler;Krempler, Oswald;377;72;;40a;Torgauer Straße;37 - Ende und 40 - Ende;Sellerhausen;Kunsthandlung;Buchhandel und Verlagswesen;Torgauer Straße;40a;4315.0;378;2.0;Ost;21.0;Volkmarsdorf;
1858;1546;1021.0;317117.63800000004;5690861.785;F. W. Mittentzwey-Windsch;F. W. Mittentzwey-Windsch;666;709;Keysers Kaufhaus;4.6;Petersstraße;;Alt-Leipzig;Kunsthandlung, Rahmenfabrik;Buchhandel und Verlagswesen;Petersstraße;0;4109.0;666;0.0;Mitte;0.0;Zentrum;
1859;1548;1023.0;317534.08729999897;5690958.2762;Louis Pernitzsch;Louis Pernitzsch, Inh.: Theodor Gruhl;110;787;;6;Goethestraße;;Alt-Leipzig;Kunsthandlung und -verlag;Buchhandel und Verlagswesen;Goethestraße;6;4109.0;109;0.0;Mitte;0.0;Zentrum;
1860;1552;1026.0;313516.3315;5688808.9196;Otto Schlippe;Schlippe, Otto;543b;332B;;48;Klingenstraße;Nr. 7 - 57 u. 8 - 60;Kleinzschocher;Kunsthandlung;Buchhandel und Verlagswesen;Klingenstraße;48;4229.0;543b;5.0;Südwest;52.0;Kleinzschocher;
1861;1553;1027.0;314233.41;5689926.909;Waldemar Schlüssel;Schlüssel, Waldemar;269t;261;;47b;Weißenfelser Straße;;Plagwitz;Kunsthandlung;Buchhandel und Verlagswesen;Weißenfelser Straße;47b;4229.0;269t;5.0;Südwest;51.0;Plagwitz;
1862;1554;1028.0;317211.037;5688433.831;F. Schröder;Schröder, F.;2502d;113;;111;Elisenstraße;1 - 119 u. 2 - 118;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Bernhard-Göring-Straße;0;4275.0;2502d;4.0;Süd;40.0;Südvorstadt;
1863;1556;1030.0;317231.756599999;5690161.57689999;Paul Steinert (vorm. Carl Steinert);Paul Steinert (vorm. Cvarl Steinert);1007a/1007b;323;;18;Windmühlenstraße;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Windmühlenstraße;10;4107.0;4543;0.0;Mitte;3.0;Zentrum-Süd;
1864;1557;1031.0;317516.5108;5690885.23729999;Hermann Vogel;Hermann Vogel, Inh.: Frau H. Zehn, Rudolf u. Walter Vogel;108;120;;2;Goethestraße;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Goethestraße;2;4109.0;108/1;0.0;Mitte;0.0;Zentrum;
1865;1559;1032.0;317026.092;5690633.317000001;Max Both;Both, Max;566b;592;;26;Burgstraße;;Alt-Leipzig;Kunstverlag;Buchhandel und Verlagswesen;Burgstraße;0;4109.0;566b;0.0;Mitte;0.0;Zentrum;
1866;1560;1033.0;320155.910099999;5688610.9604;Carl Drechsler;Carl Drechsler, Lithograph u. Photograph, Kunstverl.;25a;191E;;32;Arnoldstraße;;Stötteritz;Kunstverlag;Buchhandel und Verlagswesen;Arnoldstraße;32;4299.0;25a;3.0;Südost;31.0;Stötteritz;
1867;1561;1034.0;317063.99149999896;5690904.18879999;Fricke, Heino;Heino Fricke;604b;697;;4;Thomasgasse;;Alt-Leipzig;Kunstverlag;Buchhandel und Verlagswesen;Thomasgasse;4;4109.0;604b;0.0;Mitte;0.0;Zentrum;
1868;1562;1035.0;319420.350399999;5690203.37849999;Merfeld & Donner;Merfeld & Donner, Wandschmuck-Verlag, Inh. Max Merfeld;keine FSNr;keine BKNr;;7;Tiefe Straße;;Reudnitz;Wandschmuckverlag;Buchhandel und Verlagswesen;Tiefe Straße;7;4318.0;405d;2.0;Ost;22.0;Anger-Crottendorf;
1869;1562;1035.0;319420.350399999;5690203.37849999;Merfeld & Donner;Merfeld & Donner, Wandschmuck-Verlag, Inh. Max Merfeld;keine FSNr;keine BKNr;;7;Tiefe Straße;;Reudnitz;Papier- u. Pappenagentur;Papierhandlung/Papierherstellung;Tiefe Straße;7;4318.0;405d;2.0;Ost;22.0;Anger-Crottendorf;
1870;1563;1036.0;317090.7893;5689855.47369999;Gustav Meyer & Co.;Gustav Meyer & Co., Inh.: Louis Roßner;967;245;;3;Schletterstraße;;Alt-Leipzig;Kunstverlag;Buchhandel und Verlagswesen;Schletterstraße;3;4107.0;967;0.0;Mitte;3.0;Zentrum-Süd;
1871;1564;1037.0;316815.773099999;5693960.0589;Original und Reproduktion, Verlag, Loose & Schluricke;Original und Reproduktion, Verlag, Loose & Schluricke, Inh.: Hans Loose u. Johannes Schlurick;325u;173M;;84;Lothringer Straße;von Kleiststraße bis Schluß links und rechts;Gohlis;Kunstverlag;Buchhandel und Verlagswesen;Coppistraße;84;4157.0;325u;9.0;Nord;91.0;Gohlis-Mitte;
1872;1565;1038.0;313675.7713;5690245.2673;Friedrich Pietsch;Pietsch, Friedrich;632b;851F;;6;Henriettenstraße;;Lindenau;Kunstverlag;Buchhandel und Verlagswesen;Henriettenstraße;6;4177.0;632b;7.0;Alt-West;70.0;Lindenau;
1873;1566;1039.0;317111.475499999;5690944.35969999;Otto Dietrich;Otto Dietrich;651;693;;11;Markt;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Markt;11;4109.0;651/1 oder 652/1;0.0;Mitte;0.0;Zentrum;
1874;1567;1040.0;318177.9526;5691346.4601;Dürre & Wolfensteller;Dürre & Wolfensteller;1791;1123;;16;Tauchaer Straße;1 - 31 und 2 - 34;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Rosa-Luxemburg-Straße;16;4103.0;1791/1;0.0;Mitte;1.0;Zentrum-Ost;
1875;1569;1041.0;318523.827;5690620.931;Rud. Gleißenberg;Gleißenberg, Rud.;1508;818;;12;Gerichtsweg;2-26;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Gerichtsweg;0;4103.0;4501;0.0;Mitte;2.0;Zentrum-Südost;
1876;1570;1041.0;318523.827;5690620.931;Görtitz Nachf., Richard;Görtitz Nachf., Richard, Inh.: Rudolf Gleißenberger;1508;818;;12;Gerichtsweg;2-26;Alt-Leipzig;Musik- u. Theaterbuchhandlung;Buchhandel und Verlagswesen;Gerichtsweg;0;4103.0;4501;0.0;Mitte;2.0;Zentrum-Südost;
